,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('Fp1', 'O1')",2.6888313838132636e-07,-0.5085847023359209,0.5085847023359209,0.9743998652165801,-0.569883090782938,0.006,0.910923623578212,-0.5649969815883162,0.018,0.8854845953788548,-0.5564041788224395,0.04,0.7677440177742146,-0.5360968936496313,0.086,0.5967662296992434,-0.5386215606611638,0.186,0.26218195143643297,-0.5265767996964905,0.456,alpha2
"('Fp1', 'Fp2')",7.4844011823139e-06,-0.506441747128813,0.506441747128813,0.9870582144914184,-0.5079110461231162,0.002,0.9757480252311875,-0.4950351821442964,0.002,0.9494957463338942,-0.47953196555912964,0.016,0.853895166856614,-0.4836144607302056,0.028,0.7876232488605119,-0.46906463977244256,0.062,0.47404063585139417,-0.4686334501921007,0.214,beta2
"('Fp1', 'T3')",5.107143802978754e-07,-0.5058300402205674,0.5058300402205674,0.9743199218505657,-0.5644542069697752,0.002,0.9499687444523982,-0.5384972365467506,0.014,0.8933181692144809,-0.5402243822311417,0.022,0.7922539897779958,-0.5279184276646925,0.06,0.6603646405467728,-0.5163882542746997,0.126,0.30901543784769114,-0.5196861833098205,0.4,alpha2
"('Fp1', 'Cz')",1.2065227850424113e-06,-0.5027637050706792,0.5027637050706792,0.9604637720985,-0.5827856291771286,0.008,0.9367941289423382,-0.5308711553043267,0.01,0.8967225608108685,-0.5295573244301167,0.024,0.8023932154925074,-0.5216007677327424,0.07,0.6716346619021958,-0.5096701590606968,0.14,0.36635692870754377,-0.5079939032067305,0.364,alpha2
"('Fp2', 'Fz')",1.3969591753825026e-07,-0.5026309680586991,0.5026309680586991,0.9529747949225342,-0.6429494467704048,0.004,0.899195245773478,-0.6110118580008528,0.016,0.7949136737704925,-0.6278421682371321,0.044,0.6682642514179706,-0.5767390764068498,0.112,0.5404580224763339,-0.5608630609352337,0.26,0.30599978173052333,-0.5520087190007915,0.496,alpha1
"('F3', 'C3')",3.2058481176937957e-07,-0.5020262457940639,0.5020262457940639,0.9725667663045576,-0.5897008867184148,0.002,0.9600976615974381,-0.5584686560408302,0.008,0.9143490411835374,-0.573173430101666,0.008,0.8171405848761647,-0.5388761276192188,0.032,0.6152891744697323,-0.5391653293576529,0.116,0.24497613477541189,-0.5245327323187816,0.418,beta1
"('Fp1', 'F3')",1.7632754377965346e-06,-0.5002294634502157,0.5002294634502157,0.9951725422397663,-0.5335727474194443,0.0,0.9914592880698633,-0.5200806902246203,0.002,0.9744904063953908,-0.5186572300701987,0.0,0.8904713867288349,-0.5047839930624238,0.006,0.7634329144964254,-0.4922449879450759,0.012,0.3522672291164053,-0.4881364177972069,0.276,delta
"('F7', 'C3')",1.3555666832044574e-06,-0.500112791014556,0.500112791014556,0.9491540584578118,-0.5932847677498215,0.012,0.9246847052867774,-0.5448316611916576,0.022,0.8699188498883367,-0.5564409400541318,0.048,0.7517588377972021,-0.5354607552190493,0.098,0.6515219568977618,-0.5219498883216945,0.166,0.391756932898763,-0.5091416905367858,0.366,alpha2
"('Fz', 'F4')",1.0584956040649014e-06,-0.49335720805058936,0.49335720805058936,0.9082372203695768,-0.6822031143490698,0.022,0.8391436211681288,-0.6478953257932943,0.062,0.7411834120833339,-0.650989834786901,0.126,0.6134600737309637,-0.6051682526134445,0.174,0.4996321035485371,-0.574369367851571,0.324,0.37829053826963244,-0.5590740138576851,0.518,alpha1
"('Fz', 'Cz')",1.611250133499585e-05,-0.4904033355530891,0.4904033355530891,0.969928996809723,-0.529201444287314,0.004,0.9419498038064571,-0.5125464149584376,0.016,0.9106982309573506,-0.505039247406695,0.022,0.8063532423123714,-0.49169635849625204,0.058,0.7542419105490736,-0.47524367451237826,0.108,0.48096359423175544,-0.4751886872946995,0.28,alpha2
"('F3', 'C4')",9.888868304129921e-07,-0.48997042378255784,0.48997042378255784,0.949275949997527,-0.5607985963526054,0.008,0.9307939951513968,-0.5489901224148566,0.01,0.891927931887844,-0.5311455735742994,0.012,0.7935186112795211,-0.5204672233576902,0.074,0.6704838330018795,-0.5108721319676789,0.124,0.32098067465825086,-0.5131718119865143,0.402,alpha2
"('C3', 'Pz')",3.133898320458594e-06,-0.48939297887973005,0.48939297887973005,0.9734885738838073,-0.5534392538140025,0.002,0.9532538153602385,-0.51875666254021,0.006,0.9297521558749929,-0.5132333533729422,0.018,0.8479017622953727,-0.5047989992312881,0.056,0.7178084775810906,-0.49176870126470346,0.084,0.400430571245463,-0.4919377649033323,0.306,alpha2
"('F7', 'T3')",3.93553366729682e-06,-0.4878642037031211,0.4878642037031211,0.9607661803827858,-0.56887189835947,0.004,0.9302649822849395,-0.5302924371736801,0.022,0.9015211003541866,-0.5232951642949119,0.022,0.8008842170734066,-0.5198390185168279,0.068,0.700590670578638,-0.506287602563291,0.122,0.4241410921626548,-0.4937713077733699,0.31,beta1
