,index,dice,fdr,power,count,size
8,sign_eff_0.15,0.8091603053435115,0.14516129032258066,0.7681159420289855,310,90
9,sign_holm_bonferroni,0.5504201680672269,0.0,0.37971014492753624,131,90
10,sign_sidak,0.5443037974683544,0.0,0.3739130434782609,129,90
11,sign_bonferroni,0.5443037974683544,0.0,0.3739130434782609,129,90
12,sign_lsu,0.7903871829105474,0.26732673267326734,0.8579710144927536,404,90
13,sign_uncorr_0.01,0.8074712643678161,0.19943019943019943,0.8144927536231884,351,90
14,sign_uncorr_0.05,0.7576470588235295,0.36237623762376237,0.9333333333333333,505,90
15,sign_eff_0.05,0.7777777777777778,0.2846715328467153,0.8521739130434782,411,90
16,sign_eff_0.1,0.806697108066971,0.15064102564102563,0.7681159420289855,312,90
17,sign_eff_0.15,0.7604166666666666,0.05194805194805195,0.6347826086956522,231,90
0,sign_holm_bonferroni,0.5076586433260394,0.0,0.34017595307917886,116,90
1,sign_sidak,0.4977973568281938,0.0,0.3313782991202346,113,90
2,sign_bonferroni,0.49448123620309054,0.0,0.3284457478005865,112,90
3,sign_lsu,0.8328611898016998,0.19452054794520549,0.8621700879765396,365,90
4,sign_uncorr_0.01,0.8188736681887366,0.14873417721518986,0.7888563049853372,316,90
5,sign_uncorr_0.05,0.7825,0.31808278867102396,0.9178885630498533,459,90
6,sign_eff_0.05,0.8328690807799443,0.20689655172413793,0.8768328445747801,377,90
7,sign_eff_0.1,0.8126984126984127,0.11418685121107267,0.750733137829912,289,90
8,sign_eff_0.15,0.7176684881602914,0.052884615384615384,0.5777126099706745,208,90
9,sign_holm_bonferroni,0.6869070208728653,0.026881720430107527,0.530791788856305,186,90
10,sign_sidak,0.6895238095238095,0.016304347826086956,0.530791788856305,184,90
11,sign_bonferroni,0.6845124282982792,0.016483516483516484,0.5249266862170088,182,90
12,sign_lsu,0.7459954233409611,0.3883677298311445,0.9560117302052786,533,90
13,sign_uncorr_0.01,0.7985074626865671,0.30669546436285094,0.9413489736070382,463,90
14,sign_uncorr_0.05,0.7062566277836692,0.446843853820598,0.9765395894428153,602,90
15,sign_eff_0.05,0.7578947368421053,0.36964980544747084,0.9501466275659824,514,90
16,sign_eff_0.1,0.804177545691906,0.2752941176470588,0.9032258064516129,425,90
17,sign_eff_0.15,0.8211143695014663,0.17888563049853373,0.8211143695014663,341,90
